city;district;microdistrict;street;building;area;floor;num_of_rooms;price;url;picture
Челябинск;Калининский;;Братьев Кашириных;106;32;3;1;11500;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-106_1599686909;
Челябинск;Сосновский р-н, пос. Красное Поле, квартал Звёздный, Белопольского, 1;;;;43;3;1;3/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-pos-krasnoe-pole-kvartal-zvezdnyy-belopolskogo-1_1599719568;
Челябинск;Калининский;;40-летия Победы;39;32;3;1;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-39_1599654332;
Челябинск;Советский;;Дмитрия Неаполитанова;26;65;1;3;20000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-26_1599654510;
Челябинск;Ленинский;;Гончаренко;95;44;4;1;12000;https://arenda-022.ru/sdam/kvartira--goncharenko-95_1599715353;
Челябинск;Калининский;;Молодогвардейцев;64Б;42;1;1;15000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-64b_1599664741;
Челябинск;Советский;;Ширшова;11Б;30;5;1;11500;https://arenda-022.ru/sdam/kvartira--shirshova-11b_1599719922;
Челябинск;Калининский;;250-летия Челябинска;5;31;2;1;12000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-5_1599685564;
Челябинск;Калининский;;40-летия Победы;31;45;2;1;13500;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-31_1599655883;
Челябинск;Курчатовский;;пр-т Победы;238;52;7;2;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-238_1599702988;
Челябинск;Курчатовский;;Бейвеля;46;46;2;1;10000;https://arenda-022.ru/sdam/kvartira--beyvelya-46_1599721467;
Челябинск;Калининский;;Братьев Кашириных;114;32;4;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-114_1599634370;
Челябинск;Тракторозаводский;;Южноуральская;12;52;2;2;15000;https://arenda-022.ru/sdam/kvartira-yuzhnouralskaya-ul-12_1599642610;
Челябинск;Металлургический;;Комаровского;7А;33;5;1;11000;https://arenda-022.ru/sdam/kvartira--komarovskogo-7a_1599640216;
Челябинск;Курчатовский;;Косарева;14;35;7;1;9000;https://arenda-022.ru/sdam/kvartira--kosareva-14_1599682611;
Челябинск;Ленинский;;Энергетиков;3А;24;1;1;8500;https://arenda-022.ru/sdam/kvartira--energetikov-3a_1599655279;
Челябинск;Калининский;;пр-т Победы;215;56;7;2;20000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-215_1599691819;
Челябинск;Калининский;;ул 40-летия Победы;59;40;8;2;15000;https://arenda-022.ru/sdam/kvartira-ul-40-letiya-pobedy-59_1599544580;
Челябинск;Ленинский;район;Гагарина;32А;42;3;2;10000;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-32a_1599629876;
Челябинск;Курчатовский;;Захаренко;11В;40;6;1;9000;https://arenda-022.ru/sdam/kvartira--zaharenko-11v_1599564106;
Челябинск;Курчатовский;;Краснознамённая;2;31;2;1;8500;https://arenda-022.ru/sdam/kvartira-krasnoznamennaya-ul-2_1599547342;
Челябинск;Центральный;;Энтузиастов;15;35;8;1;17000;https://arenda-022.ru/sdam/kvartira--entuziastov-15_1599571771;
Челябинск;Курчатовский;;Ворошилова;17;49;7;2;15000;https://arenda-022.ru/sdam/kvartira--voroshilova-17_1599568621;
Челябинск;Калининский;;Салавата Юлаева;29А;52;1;2;15000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-29a_1599625885;
Челябинск;Ленинский;;Василевского;15;32;3;1;15000;https://arenda-022.ru/sdam/kvartira--vasilevskogo-15_1599557202;
Челябинск;Тракторозаводский;;Танкистов;193;30;2;1;9500;https://arenda-022.ru/sdam/kvartira--tankistov-193_1599558488;
Челябинск;Тракторозаводский;;Салютная;2;49;7;2;16000;https://arenda-022.ru/sdam/kvartira-salyutnaya-ul-2_1599562248;
Челябинск;Тракторозаводский;;Чоппа;10;43;9;1;10000;https://arenda-022.ru/sdam/kvartira--choppa-10_1599547463;
Челябинск;Советский;;Ковшовой;11;33;5;1;10000;https://arenda-022.ru/sdam/kvartira--kovshovoy-11_1599550910;
Челябинск;Центральный;;Энтузиастов;13А;40;3;1;24000;https://arenda-022.ru/sdam/kvartira--entuziastov-13a_1599553164;
Челябинск;Курчатовский;;Александра Шмакова;25А;60;9;2;14000;https://arenda-022.ru/sdam/kvartira--aleksandra-shmakova-25a_1599630900;
Челябинск;Калининский;;Братьев Кашириных;105;33;6;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-105_1599556636;
Челябинск;Тракторозаводский;;Шуменская;10;33;7;1;10000;https://arenda-022.ru/sdam/kvartira-shumenskaya-ul-10_1599557350;
Челябинск;Ленинский;;Агалакова;40;32;6;1;10000;https://arenda-022.ru/sdam/kvartira--agalakova-40_1599579391;
Челябинск;Курчатовский;;пр-т Победы;316;45;1;2;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-316_1599546501;
Челябинск;Курчатовский;;40-летия Победы;15;34;1;1;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-15_1599570525;
Челябинск;Курчатовский;;Скульптора Головницкого;8;43;8;1;11000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-8_1599549929;
Челябинск;Калининский;;Краснознамённая;44;56;4;2;16000;https://arenda-022.ru/sdam/kvartira-krasnoznamennaya-ul-44_1599569395;
Челябинск;Калининский;;Университетская Набережная;46;57;2;2;23000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-46_1599619227;
Челябинск;Калининский;;Братьев Кашириных;153;65;5;2;18000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-153_1599570824;
Челябинск;Советский;;пр-т Ленина;33А;45;4;2;13500;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-33a_1599628381;
Челябинск;Тракторозаводский;;Зальцмана;48;40;6;1;12000;https://arenda-022.ru/sdam/kvartira--zalcmana-48_1599560306;
Челябинск;Центральный;;пр-т Ленина;83А;39;1;1;20000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-83a_1599573011;
Челябинск;Курчатовский;;Салавата Юлаева;12;43;9;1;12000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-12_1599625752;
Челябинск;Курчатовский;;Комсомольский пр-т;61;37;4;1;9000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-61_1599571882;
Челябинск;Калининский;;40-летия Победы;49;52;5;2;11000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-49_1599498545;
Челябинск;Калининский;;пр-т Победы;335;52;7;2;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-335_1599540863;
Челябинск;Металлургический;;Дегтярёва;37;47;4;2;12000;https://arenda-022.ru/sdam/kvartira--degtyareva-37_1599486033;
Челябинск;Калининский;;Братьев Кашириных;66;60;9;1;20000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-66_1599528420;
Челябинск;Ленинский;;Дзержинского;95А;36;4;1;12000;https://arenda-022.ru/sdam/kvartira--dzerzhinskogo-95a_1599469338;
Челябинск;Калининский;;Калинина;9;31;1;1;11000;https://arenda-022.ru/sdam/kvartira--kalinina-9_1599477852;
Челябинск;Центральный;;Труда;156В;50;1;1;23000;https://arenda-022.ru/sdam/kvartira--truda-156v_1599469403;
Челябинск;Центральный;;Энгельса;69;45;5;2;16000;https://arenda-022.ru/sdam/kvartira--engelsa-69_1599498459;
Челябинск;Калининский;;Братьев Кашириных;131;67;1;3;20000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-131_1599480929;
Челябинск;Курчатовский;;Клайна;9;43;7;2;12000;https://arenda-022.ru/sdam/kvartira--klayna-9_1599485149;
Челябинск;Ленинский;;Якутская;9;40;2;1;10000;https://arenda-022.ru/sdam/kvartira-yakutskaya-ul-9_1599540881;
Челябинск;Тракторозаводский;район;Октябрьская;7;40;3;1;10000;https://arenda-022.ru/sdam/kvartira-traktorozavodskiy-rayon-oktyabrskaya-ul-7_1599544316;
Челябинск;Курчатовский;;Звенигородская;48;41;5;1;10000;https://arenda-022.ru/sdam/kvartira-zvenigorodskaya-ul-48_1599479549;
Челябинск;Центральный;;Академика Сахарова;14;65;6;2;12000;https://arenda-022.ru/sdam/kvartira--akademika-saharova-14_1599538990;
Челябинск;Калининский;;250-летия Челябинска;23А;53;7;2;14000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-23a_1599475183;
Челябинск;Центральный;;Российская;196;80;9;2;22000;https://arenda-022.ru/sdam/kvartira-rossiyskaya-ul-196_1599544563;
Челябинск;Калининский;;Университетская Набережная;36;33;5;1;10000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-36_1599541107;
Челябинск;Калининский;;Братьев Кашириных;99Б;51;2;2;18000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-99b_1599473581;
Челябинск;Курчатовский;;Комсомольский пр-т;122;109;8;3;22000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-122_1599540498;
Челябинск;Калининский;;Академика Макеева;23;43;1;1;14000;https://arenda-022.ru/sdam/kvartira--akademika-makeeva-23_1599493537;
Челябинск;Калининский;;Университетская Набережная;105;56;7;2;14000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-105_1599470568;
Челябинск;Металлургический;;Дегтярёва;88;38;4;1;9000;https://arenda-022.ru/sdam/kvartira--degtyareva-88_1599477230;
Челябинск;Курчатовский;;Комсомольский пр-т;41;69;7;3;16000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-41_1599535857;
Челябинск;Калининский;;Косарева;71;31;3;1;10000;https://arenda-022.ru/sdam/kvartira--kosareva-71_1599496009;
Челябинск;Центральный;;Васенко;100;30;2;1;15500;https://arenda-022.ru/sdam/kvartira--vasenko-100_1599543870;
Челябинск;Центральный;;Российская;63Б;67;1;2;15000;https://arenda-022.ru/sdam/kvartira-rossiyskaya-ul-63b_1599487265;
Челябинск;Ленинский;;Агалакова;66;41;8;1;9000;https://arenda-022.ru/sdam/kvartira--agalakova-66_1599541998;
Челябинск;Металлургический;;Аральская;214А;40;7;1;10000;https://arenda-022.ru/sdam/kvartira-aralskaya-ul-214a_1599471878;
Челябинск;Курчатовский;;Солнечная;10А;29;5;1;10000;https://arenda-022.ru/sdam/kvartira-solnechnaya-ul-10a_1599448878;
Челябинск;Тракторозаводский;;Комарова;114;49;8;2;10000;https://arenda-022.ru/sdam/kvartira--komarova-114_1599445565;
Челябинск;Курчатовский;;Захаренко;5;49;7;2;14000;https://arenda-022.ru/sdam/kvartira--zaharenko-5_1599396851;
Челябинск;Калининский;;Свердловский пр-т;41А;35;5;1;11000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-41a_1599462628;
Челябинск;Центральный;;Энгельса;75;33;1;1;11000;https://arenda-022.ru/sdam/kvartira--engelsa-75_1599398472;
Челябинск;Советский;;3-го Интернационала;128А;36;4;1;12000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-128a_1599466604;
Челябинск;Калининский;;;;46;6;2;15000;https://arenda-022.ru/sdam/kvartira--chicherina_1599429248;
Челябинск;Калининский;;Академика Сахарова;32;39;7;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-saharova-32_1599468422;
Челябинск;Калининский;;Краснознамённая;46;43;1;1;9500;https://arenda-022.ru/sdam/kvartira-krasnoznamennaya-ul-46_1599449113;
Челябинск;Калининский;;Академика Королёва;17;65;1;2;13000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-17_1599464971;
Челябинск;Ленинский;;Новороссийская;49;34;8;1;8000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-49_1599449203;
Челябинск;Ленинский;;Масленникова;19;42;2;2;14000;https://arenda-022.ru/sdam/kvartira--maslennikova-19_1599458672;
Челябинск;Калининский;;Косарева;63Б;56;3;2;14000;https://arenda-022.ru/sdam/kvartira--kosareva-63b_1599434348;
Челябинск;Ленинский;;Ереванская;51;41;7;1;13000;https://arenda-022.ru/sdam/kvartira-erevanskaya-ul-51_1599395902;
Челябинск;Калининский;;Академика Макеева;7;41;7;1;12500;https://arenda-022.ru/sdam/kvartira--akademika-makeeva-7_1599455389;
Челябинск;Ленинский;;Гранитная;31;58;7;2;14000;https://arenda-022.ru/sdam/kvartira-granitnaya-ul-31_1599398141;
Челябинск;Калининский;;Братьев Кашириных;157;60;5;2;16000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-157_1599464028;
Челябинск;Калининский;;40-летия Победы;57;81;9;3;33000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-57_1599394509;
Челябинск;Калининский;;Кыштымская;17;46;4;2;17000;https://arenda-022.ru/sdam/kvartira-kyshtymskaya-ul-17_1599432609;
