city;district;microdistrict;street;building;area;floor;num_of_rooms;price;url;picture
Челябинск;Советский;;Шарова;56;30;2;1;10000;https://arenda-022.ru/sdam/kvartira--sharova-56_1598363580;
Челябинск;Центральный;;Коммуны;115;33;5;1;15000;https://arenda-022.ru/sdam/kvartira--kommuny-115_1598362403;
Челябинск;Советский;;Курчатова;19А;45;7;1;18000;https://arenda-022.ru/sdam/kvartira--kurchatova-19a_1598437590;
Челябинск;Советский;;Курчатова;5В;112;8;3;40000;https://arenda-022.ru/sdam/kvartira--kurchatova-5v_1598420899;
Челябинск;Советский;;Сулимова;94А;41;3;1;11000;https://arenda-022.ru/sdam/kvartira--sulimova-94a_1598422840;
Челябинск;Советский;;Свободы;92;45;3;2;12000;https://arenda-022.ru/sdam/kvartira--svobody-92_1598278240;
Челябинск;Тракторозаводский;;Культуры;106;42;4;1;11000;https://arenda-022.ru/sdam/kvartira--kultury-106_1598333713;
Челябинск;Тракторозаводский;;Комарова;116;53;1;2;16000;https://arenda-022.ru/sdam/kvartira--komarova-116_1598319375;
Челябинск;Калининский;;Двинская;21;68;4;2;20000;https://arenda-022.ru/sdam/kvartira-dvinskaya-ul-21_1598270558;
Челябинск;Курчатовский;;Скульптора Головницкого;28;43;1;1;11000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-28_1598336672;
Челябинск;Советский;;Крупской;23;30;2;1;11000;https://arenda-022.ru/sdam/kvartira--krupskoy-23_1598339193;
Челябинск;Ленинский;;Дзержинского;119;53;2;1;15000;https://arenda-022.ru/sdam/kvartira--dzerzhinskogo-119_1598340341;
Челябинск;Тракторозаводский;;Хохрякова;2;42;3;1;10000;https://arenda-022.ru/sdam/kvartira--hohryakova-2_1598347293;
Челябинск;Калининский;;Университетская Набережная;103;43;1;1;13000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-103_1598349443;
Челябинск;Металлургический;;Пекинская;25А;31;4;1;9000;https://arenda-022.ru/sdam/kvartira-pekinskaya-ul-25a_1598347804;
Челябинск;Калининский;;Чичерина;42А;34;6;1;11000;https://arenda-022.ru/sdam/kvartira--chicherina-42a_1598340720;
Челябинск;Курчатовский;;Хариса Юсупова;78;35;5;1;9500;https://arenda-022.ru/sdam/kvartira--harisa-yusupova-78_1598270714;
Челябинск;Калининский;;Академика Королёва;35;40;7;1;14000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-35_1598318450;
Челябинск;Тракторозаводский;;Трашутина;35;43;1;1;8500;https://arenda-022.ru/sdam/kvartira--trashutina-35_1598325843;
Челябинск;Курчатовский;;Профессора Благих;69;36;7;1;10000;https://arenda-022.ru/sdam/kvartira--professora-blagih-69_1598276748;
Челябинск;Калининский;;Университетская Набережная;159;35;8;1;12000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-159_1598352468;
Челябинск;Курчатовский;;Мусы Джалиля;14;42;2;2;15000;https://arenda-022.ru/sdam/kvartira--musy-dzhalilya-14_1598346788;
Челябинск;Металлургический;;ш. Металлургов;59;60;3;3;15000;https://arenda-022.ru/sdam/kvartira-sh-metallurgov-59_1598334329;
Челябинск;Курчатовский;;Свердловский пр-т;7;40;7;1;12000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-7_1598341380;
Челябинск;Калининский;;Академика Макеева;21;32;3;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-makeeva-21_1598351778;
Челябинск;Центральный;;3-го Интернационала;65А;34;5;1;13000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-65a_1598355454;
Челябинск;Металлургический;;50-летия ВЛКСМ;8;36;8;1;13000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-8_1598351837;
Челябинск;Калининский;;Бехтерева;31;85;3;2;18000;https://arenda-022.ru/sdam/kvartira--behtereva-31_1598357465;
Челябинск;Калининский;;Университетская Набережная;30;34;5;1;9000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-30_1598358178;
Челябинск;Курчатовский;;Скульптора Головницкого;16;43;4;1;15000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-16_1598282752;
Челябинск;Тракторозаводский;;Котина;13;32;4;1;8000;https://arenda-022.ru/sdam/kvartira--kotina-13_1598329690;
Челябинск;Центральный;;Курчатова;27А;51;1;2;14000;https://arenda-022.ru/sdam/kvartira--kurchatova-27a_1598352062;
Челябинск;Советский;;Цвиллинга;57;33;4;1;9000;https://arenda-022.ru/sdam/kvartira--cvillinga-57_1598351875;
Челябинск;Калининский;;Чичерина;34А;69;1;2;35000;https://arenda-022.ru/sdam/kvartira--chicherina-34a_1598264267;
Челябинск;Советский;;Свободы;163;46;7;1;16000;https://arenda-022.ru/sdam/kvartira--svobody-163_1598252187;
Челябинск;Курчатовский;;Хариса Юсупова;101;38;1;1;12000;https://arenda-022.ru/sdam/kvartira--harisa-yusupova-101_1598269076;
Челябинск;Центральный;;Красная;69;36;2;1;12000;https://arenda-022.ru/sdam/kvartira-krasnaya-ul-69_1598252942;
Челябинск;Центральный;;Володарского;13;42;1;2;16000;https://arenda-022.ru/sdam/kvartira--volodarskogo-13_1598163695;
Челябинск;Калининский;;Братьев Кашириных;88;34;7;1;8000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-88_1598268793;
Челябинск;Курчатовский;;Комсомольский пр-т;39Б;43;1;1;12000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-39b_1598180618;
Челябинск;Тракторозаводский;;Зальцмана;34;42;7;1;10000;https://arenda-022.ru/sdam/kvartira--zalcmana-34_1598254504;
Челябинск;Курчатовский;;Тепличная;5;36;3;1;12000;https://arenda-022.ru/sdam/kvartira-teplichnaya-ul-5_1598192950;
Челябинск;Центральный;;Коммуны;88;46;2;2;18000;https://arenda-022.ru/sdam/kvartira--kommuny-88_1598267557;
Челябинск;Курчатовский;;Комсомольский пр-т;43;56;2;2;13000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-43_1598255303;
Челябинск;Калининский;;пр-т Героя России Е.Н. Родионова;15;43;1;1;17000;https://arenda-022.ru/sdam/kvartira-pr-t-geroya-rossii-en-rodionova-15_1598270084;
Челябинск;Советский;;Овчинникова;9Б;34;9;1;11000;https://arenda-022.ru/sdam/kvartira--ovchinnikova-9b_1598213517;
Челябинск;Курчатовский;;Шагольская 1-й квартал;8;84;3;3;12000;https://arenda-022.ru/sdam/kvartira-shagolskaya-1-y-kvartal-8_1598198630;
Челябинск;Калининский;;Чичерина;30А;43;9;1;14000;https://arenda-022.ru/sdam/kvartira--chicherina-30a_1598175923;
Челябинск;Курчатовский;;пр-т Победы;386А;33;2;1;11000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-386a_1598185505;
Челябинск;Ленинский;;Кронштадтская;19А;43;1;1;10000;https://arenda-022.ru/sdam/kvartira-kronshtadtskaya-ul-19a_1598253080;
Челябинск;Ленинский;;Барбюса;140;44;1;2;13000;https://arenda-022.ru/sdam/kvartira--barbyusa-140_1598183049;
Челябинск;Центральный;;Сони Кривой;46;42;1;2;7000;https://arenda-022.ru/sdam/kvartira--soni-krivoy-46_1598255887;
Челябинск;Тракторозаводский;;Марченко;14;30;2;1;10000;https://arenda-022.ru/sdam/kvartira--marchenko-14_1598255058;
Челябинск;Калининский;;40-летия Победы;44;66;1;3;18000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-44_1598255519;
Челябинск;Курчатовский;;Профессора Благих;63;40;2;1;10000;https://arenda-022.ru/sdam/kvartira--professora-blagih-63_1598184120;
Челябинск;Центральный;;Медгородок;10;51;3;2;15000;https://arenda-022.ru/sdam/kvartira--medgorodok-10_1598174472;
Челябинск;Калининский;;Косарева;63;32;6;1;9000;https://arenda-022.ru/sdam/kvartira--kosareva-63_1598241915;
Челябинск;Тракторозаводский;;Марченко;2;43;6;1;8800;https://arenda-022.ru/sdam/kvartira--marchenko-2_1598165968;
Челябинск;Центральный;;Татьяничевой;15;35;3;1;15000;https://arenda-022.ru/sdam/kvartira--tatyanichevoy-15_1598250405;
Челябинск;Центральный;;пр-т Ленина;78А;41;4;1;14000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-78a_1598266241;
Челябинск;Курчатовский;;Скульптора Головницкого;8;32;5;1;8000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-8_1598260877;
Челябинск;Курчатовский;;Комсомольский пр-т;17;56;2;2;11000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-17_1598161253;
Челябинск;Курчатовский;;Цинковая;12;33;1;1;9000;https://arenda-022.ru/sdam/kvartira-cinkovaya-ul-12_1598101139;
Челябинск;Металлургический;;Богдана Хмельницкого;34;57;1;2;12000;https://arenda-022.ru/sdam/kvartira--bogdana-hmelnickogo-34_1598107049;
Челябинск;Советский;;1-я Окружная;3;43;4;1;20000;https://arenda-022.ru/sdam/kvartira-1-ya-okruzhnaya-ul-3_1598103843;
Челябинск;Тракторозаводский;;Горького;7А;48;2;2;12000;https://arenda-022.ru/sdam/kvartira--gorkogo-7a_1598090115;
Челябинск;Тракторозаводский;;Горького;65Б;34;3;1;10000;https://arenda-022.ru/sdam/kvartira--gorkogo-65b_1598154746;
Челябинск;Советский;;Свободы;92А;45;1;2;13000;https://arenda-022.ru/sdam/kvartira--svobody-92a_1598089889;
Челябинск;Курчатовский;;Скульптора Головницкого;4;41;3;1;13000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-4_1598160791;
Челябинск;Курчатовский;;Бейвеля;54;32;1;1;9000;https://arenda-022.ru/sdam/kvartira--beyvelya-54_1598085873;
Челябинск;Советский;;Сулимова;51А;27;6;1;13000;https://arenda-022.ru/sdam/kvartira--sulimova-51a_1598087683;
Челябинск;Ленинский;;Барбюса;20;31;8;1;11000;https://arenda-022.ru/sdam/kvartira--barbyusa-20_1598160915;
Челябинск;Калининский;;пр-т Победы;317А;41;7;1;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-317a_1598088264;
Челябинск;Металлургический;;50-летия ВЛКСМ;37А;32;5;1;9000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-37a_1598156867;
Челябинск;Центральный;;Курчатова;32;46;4;2;17000;https://arenda-022.ru/sdam/kvartira--kurchatova-32_1598146356;
Челябинск;Калининский;;Ворошилова;57Б;54;7;2;13500;https://arenda-022.ru/sdam/kvartira--voroshilova-57b_1598089484;
Челябинск;Тракторозаводский;;Артиллерийская;104;31;4;1;9000;https://arenda-022.ru/sdam/kvartira-artilleriyskaya-ul-104_1598106962;
Челябинск;Калининский;;Братьев Кашириных;131Б;45;9;2;15000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-131b_1598102287;
Челябинск;Советский;;Техникумовская;19;77;1;2;22000;https://arenda-022.ru/sdam/kvartira-tehnikumovskaya-ul-19_1598091987;
Челябинск;Ленинский;;Дзержинского;96;42;4;2;11500;https://arenda-022.ru/sdam/kvartira--dzerzhinskogo-96_1598154237;
Челябинск;Тракторозаводский;;Марченко;18;32;1;1;8500;https://arenda-022.ru/sdam/kvartira--marchenko-18_1598124299;
Челябинск;Ленинский;;Пограничная;26;33;8;1;11500;https://arenda-022.ru/sdam/kvartira-pogranichnaya-ul-26_1598156643;
Челябинск;Калининский;;Братьев Кашириных;156А;40;4;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-156a_1598092508;
Челябинск;Калининский;;Братьев Кашириных;162;37;3;1;15000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-162_1598125576;
Челябинск;Калининский;;Каслинская;17А;58;4;2;11000;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-17a_1598107418;
Челябинск;Советский;;Кузнецова;3А;43;5;1;9800;https://arenda-022.ru/sdam/kvartira--kuznecova-3a_1598087365;
Челябинск;Ленинский;;Пограничная;19;37;7;1;9000;https://arenda-022.ru/sdam/kvartira-pogranichnaya-ul-19_1598111692;
Челябинск;Калининский;;Набережная;20;46;4;2;12000;https://arenda-022.ru/sdam/kvartira-naberezhnaya-ul-20_1598094254;
Челябинск;Центральный;;Коммуны;115;33;3;1;11000;https://arenda-022.ru/sdam/kvartira--kommuny-115_1598162851;
Челябинск;Тракторозаводский;;Комарова;112;45;3;2;12000;https://arenda-022.ru/sdam/kvartira--komarova-112_1598018922;
Челябинск;Центральный;;Энгельса;73;32;3;1;14000;https://arenda-022.ru/sdam/kvartira--engelsa-73_1598016049;
Челябинск;Центральный;;Энгельса;97;37;4;1;12000;https://arenda-022.ru/sdam/kvartira--engelsa-97_1598078674;
Челябинск;Ленинский;;Барбюса;71;42;3;2;11000;https://arenda-022.ru/sdam/kvartira--barbyusa-71_1598081006;
Челябинск;Тракторозаводский;;Зальцмана;26А;42;9;1;9000;https://arenda-022.ru/sdam/kvartira--zalcmana-26a_1598071030;
Челябинск;Центральный;;Героя России А.В. Яковлева;1;86;1;2;50000;https://arenda-022.ru/sdam/kvartira--geroya-rossii-av-yakovleva-1_1598037963;
Челябинск;Калининский;;Братьев Кашириных;108А;34;7;1;11000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-108a_1598073854;
Челябинск;Курчатовский;;Солнечная;18А;39;8;1;9000;https://arenda-022.ru/sdam/kvartira-solnechnaya-ul-18a_1598012556;
Челябинск;Курчатовский;;Александра Шмакова;10;36;5;1;11000;https://arenda-022.ru/sdam/kvartira--aleksandra-shmakova-10_1598017902;
Челябинск;Калининский;;Университетская Набережная;30;36;8;1;9000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-30_1598013932;
Челябинск;Тракторозаводский;;Салютная;18;40;1;1;9000;https://arenda-022.ru/sdam/kvartira-salyutnaya-ul-18_1598008640;
Челябинск;Центральный;;Энгельса;28;51;8;2;19000;https://arenda-022.ru/sdam/kvartira--engelsa-28_1598051226;
Челябинск;Курчатовский;;Островского;5;56;3;3;13000;https://arenda-022.ru/sdam/kvartira--ostrovskogo-5_1598079233;
Челябинск;Центральный;;Энтузиастов;6;30;5;1;14000;https://arenda-022.ru/sdam/kvartira--entuziastov-6_1598016077;
Челябинск;Центральный;;Свердловский пр-т;52;39;4;1;13000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-52_1598079965;
Челябинск;Калининский;;Молодогвардейцев;60;28;2;1;9000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-60_1598068770;
Челябинск;Курчатовский;;Скульптора Головницкого;28;43;5;1;10500;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-28_1598016315;
Челябинск;Калининский;;Косарева;52;69;2;3;18000;https://arenda-022.ru/sdam/kvartira--kosareva-52_1598084588;
Челябинск;Центральный;;Володарского;д. 13;30;4;1;15000;https://arenda-022.ru/sdam/kvartira--volodarskogo-d-13_1598018839;
Челябинск;Ленинский;;Руставели;4;43;1;1;11800;https://arenda-022.ru/sdam/kvartira--rustaveli-4_1598072297;
Челябинск;Курчатовский;;пр-т Победы;386А;43;4;1;11500;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-386a_1598019712;
Челябинск;Курчатовский;;Свердловский пр-т;8А;32;4;1;10000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-8a_1598005614;
Челябинск;Центральный;;Энгельса;34;34;3;1;10000;https://arenda-022.ru/sdam/kvartira--engelsa-34_1598050637;
Челябинск;Курчатовский;;Кыштымская;12Б;30;3;1;9500;https://arenda-022.ru/sdam/kvartira-kyshtymskaya-ul-12b_1598008379;
Челябинск;Калининский;;Чичерина;38;70;7;3;17000;https://arenda-022.ru/sdam/kvartira--chicherina-38_1598074162;
Челябинск;Калининский;;Ворошилова;53;33;4;1;10000;https://arenda-022.ru/sdam/kvartira--voroshilova-53_1598075443;
Челябинск;Калининский;;Набережная;14;36;4;1;9999;https://arenda-022.ru/sdam/kvartira-naberezhnaya-ul-14_1598083631;
Челябинск;Калининский;;Каслинская;50;43;2;2;13000;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-50_1598068677;
Челябинск;Курчатовский;;Шагольская;39;57;3;2;10000;https://arenda-022.ru/sdam/kvartira-shagolskaya-ul-39_1597912946;
Челябинск;Центральный;;Худякова;25;31;2;1;12200;https://arenda-022.ru/sdam/kvartira--hudyakova-25_1597845184;
Челябинск;Курчатовский;;Скульптора Головницкого;14;42;2;1;11000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-14_1598000143;
Челябинск;Калининский;;пр-т Победы;335;43;1;1;11000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-335_1597845602;
Челябинск;Металлургический;;Социалистическая;32;53;3;3;10000;https://arenda-022.ru/sdam/kvartira-socialisticheskaya-ul-32_1597904475;
Челябинск;Курчатовский;;Молодогвардейцев;38;40;6;1;10000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-38_1597907003;
Челябинск;Металлургический;;Дегтярёва;5;33;1;1;10000;https://arenda-022.ru/sdam/kvartira--degtyareva-5_1597929253;
Челябинск;Советский;;Телевизионная;10;48;3;2;14000;https://arenda-022.ru/sdam/kvartira-televizionnaya-ul-10_1597921816;
Челябинск;Калининский;;пр-т Победы;163;35;4;1;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-163_1597930756;
Челябинск;Центральный;;пр-т Ленина;74Б;32;5;1;16000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-74b_1597922821;
Челябинск;Калининский;;Молодогвардейцев;45;35;8;1;11000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-45_1597922775;
Челябинск;Центральный;;Энгельса;44;34;1;1;9000;https://arenda-022.ru/sdam/kvartira--engelsa-44_1597836790;
Челябинск;Центральный;;Воровского;60;36;5;1;12000;https://arenda-022.ru/sdam/kvartira--vorovskogo-60_1597998148;
Челябинск;Центральный;;Сони Кривой;67;49;2;2;15000;https://arenda-022.ru/sdam/kvartira--soni-krivoy-67_1597951813;
Челябинск;Тракторозаводский;;Хохрякова;2Б;31;5;1;10000;https://arenda-022.ru/sdam/kvartira--hohryakova-2b_1597908332;
Челябинск;Металлургический;;50-летия ВЛКСМ;41Б;56;3;2;11000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-41b_1597836677;
Челябинск;Калининский;;40-летия Победы;47;43;1;1;10000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-47_1597909952;
Челябинск;Ленинский;район;Гагарина;58Д;46;2;2;14990;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-58d_1597963074;
Челябинск;Советский;;Луганская;3;37;8;1;11000;https://arenda-022.ru/sdam/kvartira-luganskaya-ul-3_1597840184;
Челябинск;Курчатовский;;Комсомольский пр-т;105;35;6;1;11000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-105_1597932840;
Челябинск;Тракторозаводский;;Трашутина;35;43;7;1;8500;https://arenda-022.ru/sdam/kvartira--trashutina-35_1597906522;
Челябинск;Центральный;;Кирова;167;48;7;1;24000;https://arenda-022.ru/sdam/kvartira--kirova-167_1597837929;
Челябинск;Центральный;;Варненская;9;30;2;1;13000;https://arenda-022.ru/sdam/kvartira-varnenskaya-ul-9_1597917565;
Челябинск;Ленинский;;Якутская;9;61;8;2;12000;https://arenda-022.ru/sdam/kvartira-yakutskaya-ul-9_1597898845;
Челябинск;Калининский;;Братьев Кашириных;131Б;59;3;2;15000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-131b_1597846456;
Челябинск;Калининский;;;;32;2;1;9900;https://arenda-022.ru/sdam/kvartira--kalinina_1597835229;
Челябинск;Курчатовский;;Генерала Мартынова;9;45;1;1;9000;https://arenda-022.ru/sdam/kvartira--generala-martynova-9_1597931387;
Челябинск;Ленинский;район;Гагарина;32А;31;3;1;11000;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-32a_1597903865;
Челябинск;Курчатовский;;Островского;21;33;3;1;12000;https://arenda-022.ru/sdam/kvartira--ostrovskogo-21_1597806793;
Челябинск;Калининский;;Кирова;9к6;42;2;1;16000;https://arenda-022.ru/sdam/kvartira--kirova-9k6_1597806153;
Челябинск;Металлургический;;;;36;1;1;9000;https://arenda-022.ru/sdam/kvartira--60-letiya-oktyabrya_1597827256;
Челябинск;Ленинский;;Барбюса;39;30;2;2;9000;https://arenda-022.ru/sdam/kvartira--barbyusa-39_1597751968;
Челябинск;Калининский;;пр-т Победы;215;32;4;1;9000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-215_1597825298;
Челябинск;Калининский;;Академика Королёва;17;52;8;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-17_1597834498;
Челябинск;Калининский;;Молодогвардейцев;70;49;5;2;15000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-70_1597804948;
Челябинск;Красноармейский р-н, д. Чурилово;;;;43;1;1;1/10;https://arenda-022.ru/sdam/kvartira-krasnoarmeyskiy-r-n-d-churilovo_1597760821;
Челябинск;Калининский;;пр-т Победы;153;32;1;1;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-153_1597832393;
Челябинск;Калининский;;40-летия Победы;52;45;6;2;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-52_1597735721;
Челябинск;Тракторозаводский;;Зальцмана;44;32;9;1;10000;https://arenda-022.ru/sdam/kvartira--zalcmana-44_1597826058;
Челябинск;Центральный;;Володарского;13;32;5;1;14000;https://arenda-022.ru/sdam/kvartira--volodarskogo-13_1597752397;
Челябинск;Курчатовский;;Чичерина;17;54;6;2;15000;https://arenda-022.ru/sdam/kvartira--chicherina-17_1597826327;
Челябинск;Курчатовский;;Клайна;2;41;1;1;15000;https://arenda-022.ru/sdam/kvartira--klayna-2_1597758330;
Челябинск;Калининский;;Братьев Кашириных;85А;50;5;1;20000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-85a_1597828749;
Челябинск;Курчатовский;;Краснопольский пр-т;34;56;9;2;16000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-34_1597810149;
Челябинск;Калининский;;250-летия Челябинска;44А;50;6;2;18000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-44a_1597821680;
Челябинск;Ленинский;;Кронштадтская;19А;40;8;1;10000;https://arenda-022.ru/sdam/kvartira-kronshtadtskaya-ul-19a_1597830313;
Челябинск;Центральный;;ул Южная;7;45;5;2;14000;https://arenda-022.ru/sdam/kvartira-ul-yuzhnaya-7_1597805807;
Челябинск;Центральный;;Свердловский пр-т;88;47;7;1;17000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-88_1597760578;
Челябинск;Калининский;;Салавата Юлаева;15А;30;9;1;9000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-15a_1597819637;
Челябинск;Калининский;;пр-т Победы;323;41;3;1;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-323_1597747519;
Челябинск;Тракторозаводский;;Ржевская;37;40;1;1;12000;https://arenda-022.ru/sdam/kvartira-rzhevskaya-ul-37_1597756142;
Челябинск;Советский;;Шаумяна;89;44;5;2;13000;https://arenda-022.ru/sdam/kvartira--shaumyana-89_1597741114;
Челябинск;Курчатовский;;Александра Шмакова;38;32;2;1;10000;https://arenda-022.ru/sdam/kvartira--aleksandra-shmakova-38_1597741129;
Челябинск;Калининский;;пр-т Победы;162Б;50;2;3;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-162b_1597739224;
Челябинск;Тракторозаводский;;Завалишина;39А;36;3;1;6500;https://arenda-022.ru/sdam/kvartira--zavalishina-39a_1597739429;
Челябинск;Курчатовский;;Краснопольский пр-т;5;47;1;1;12000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-5_1597808459;
Челябинск;Тракторозаводский;;Зальцмана;22;45;3;1;10000;https://arenda-022.ru/sdam/kvartira--zalcmana-22_1597720760;
Челябинск;Металлургический;;Жукова;53;30;9;1;12000;https://arenda-022.ru/sdam/kvartira--zhukova-53_1597661603;
Челябинск;Курчатовский;;Комсомольский пр-т;33Д;75;5;3;16000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-33d_1597643714;
Челябинск;Калининский;;3-го Интернационала;38;41;8;1;9000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-38_1597604503;
Челябинск;Калининский;;Молодогвардейцев;70В;41;2;1;8000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-70v_1597584623;
Челябинск;Курчатовский;;Чичерина;2;33;6;1;10000;https://arenda-022.ru/sdam/kvartira--chicherina-2_1597678852;
Челябинск;Советский;;Пушкина;73;45;5;2;13000;https://arenda-022.ru/sdam/kvartira--pushkina-73_1597658132;
Челябинск;Курчатовский;;Захаренко;11А;76;8;Более 3-к;16000;https://arenda-022.ru/sdam/kvartira--zaharenko-11a_1597668227;
Челябинск;Сосновский р-н, микрорайон Вишнёвая Горка, Вишнёвая Аллея, 2;;;;34;2;1;2/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-mikrorayon-vishnevaya-gorka-vishnevaya-alleya-2_1597670262;
Челябинск;Ленинский;;Новороссийская;88;50;7;2;12000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-88_1597694297;
Челябинск;Советский;;Свободы;98;42;2;2;12000;https://arenda-022.ru/sdam/kvartira--svobody-98_1597683439;
Челябинск;Курчатовский;;Ворошилова;35Б;33;7;1;13300;https://arenda-022.ru/sdam/kvartira--voroshilova-35b_1597674053;
Челябинск;Центральный;;Курчатова;34;49;2;2;18000;https://arenda-022.ru/sdam/kvartira--kurchatova-34_1597734942;
Челябинск;Центральный;;Энтузиастов;23;73;5;2;15000;https://arenda-022.ru/sdam/kvartira--entuziastov-23_1597701510;
Челябинск;Ленинский;;Дзержинского;117;52;1;2;12000;https://arenda-022.ru/sdam/kvartira--dzerzhinskogo-117_1597675281;
Челябинск;Калининский;;Каслинская;23В;50;1;2;15000;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-23v_1597653887;
Челябинск;Калининский;;пр-т Победы;151;30;3;1;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-151_1597730340;
Челябинск;Тракторозаводский;;Марченко;7В;50;4;2;15000;https://arenda-022.ru/sdam/kvartira--marchenko-7v_1597731518;
Челябинск;Центральный;;Карла Либкнехта;18;33;5;1;15000;https://arenda-022.ru/sdam/kvartira--karla-libknehta-18_1597671531;
Челябинск;Тракторозаводский;;Хохрякова;10;32;2;1;9000;https://arenda-022.ru/sdam/kvartira--hohryakova-10_1597639871;
Челябинск;Металлургический;;Трудовая;29А;43;4;2;10000;https://arenda-022.ru/sdam/kvartira-trudovaya-ul-29a_1597673521;
Челябинск;Ленинский;;Гранитная;33;54;1;2;10000;https://arenda-022.ru/sdam/kvartira-granitnaya-ul-33_1597586642;
Челябинск;Калининский;;Игнатия Вандышева;6;43;7;1;9000;https://arenda-022.ru/sdam/kvartira--ignatiya-vandysheva-6_1597642928;
Челябинск;Курчатовский;;Звенигородская;62;57;3;2;9500;https://arenda-022.ru/sdam/kvartira-zvenigorodskaya-ul-62_1597668318;
Челябинск;Курчатовский;;Молдавская;21А;57;4;2;12000;https://arenda-022.ru/sdam/kvartira-moldavskaya-ul-21a_1597725288;
Челябинск;Металлургический;;;;45;5;1;13500;https://arenda-022.ru/sdam/kvartira-kommunisticheskaya_1597625720;
Челябинск;Тракторозаводский;;2-я Эльтонская;44;36;5;1;10000;https://arenda-022.ru/sdam/kvartira-2-ya-eltonskaya-ul-44_1597642155;
Челябинск;Калининский;;Либединского;27;31;2;1;10000;https://arenda-022.ru/sdam/kvartira--libedinskogo-27_1597648039;
